"Donor","Group","Cell","CCR10","CD278","IFNGRB","CD46","CD70","CD1a","CD2","B7H4","CD10","CD100","CD105","CD106","CD107a","CD107b","CD109","CD111","CD112","CD114","CD116","CD117","CD119","CD11a","CD11b","CD122","CD123","CD126","CD127","CD13","CD131","CD134","CD135","CD137","X4.1BBL","CD138","CD140a","CD140b","CD141","CD142","CD143","CD146","CD148","CD15","CD150","CD151","CD154","CD156c","CD158e1","CD162","CD163","CD164","CD165","CD166","CD169","CD170","CD172a.b","CD172g","CD178","CD179a","CD179b","CD18","CD180","CD182","CD183","CD185","CD191","CD194","CD1b","CD1c","CD200","CD200R","CD202b","CD203c","CD205","CD206","CD207","CD21","CD213A1","CD213A2","CD218a","CD221","CD223","CD226","CD227","CD229","CD23","CD231","CD244..2B4.","CD245","CD252","CD261","CD262","CD263","CD266","CD268","CD271","CD275","CD276","CD147","CD279","CD28","CD29","CD290","CD298","CD30","CD300c","CD309","CD31","CD314","CD317","CD324","CD325","CD328_clone_6-434","CD33","CD334","CD335","CD336","CD337","CD34","CD340","CD344","CD35","CD354","CD360_clone_17A12","CD365","CD366","CLEC4A","CD36L1","CD39","CD40","CD41","CD42b","CD43","CD44","CD47","CD48","CD49a","CD49b","CD49c","CD49d","CD5","CD50","CD54","CD55","CD58","CD6","CD61","CD62E","CD62L","CD62P","CD63","CD64","CD69","CD73","CD74","CD79b","CD80","CD81","CD82","CD83","CD85_clone_17G10.2","CD85k","CD87","CD89","CD9","CD90","CD93","CD94","CD96","CD97","CD99","CXCL16","DLL1","DLL4","DR3","EGFR","GPR19","GPR56","HLA.E","HVEM","Ig.light.chain.κ","IgM","CD360_clone_2G1-K12","Integrin.α9β1","Jagged.2","Ksp37","LAP","LY6G6D","MERTK","MSC","MSC.NPC","TNAP","MUC.13","NKp80","Notch.1","Notch3","Notch.4","NPC","CD352","PSMA","ROR1","Siglec.10","CD328_clone_S7.7","Siglec.8","Siglec.9","SSEA.5","SUSD2_clone_W5C5","TCR.α.β","Tim.4","TLT.2","TM4SF20","TRA.2.49","TRA.2.54","TSLPR","VEGFR.3","CD133","APCDD1","CD272","CD198","CCRL2","CD102","CD104","CD124","CD130","CD144","CD152..CTLA.4.","CD155","CD158b","CD184","CD186","CD192","CD197","CD199","CD209","CD217","CD230..Prion.","CD24","CD243","CD26","CD269","CD282","CD284","CD301","CD303","CD304","CD307e","CD323","CD357..GITR.","CD36","CD369","CD370","CD371","CD45RO","CD51","CD59","CD7","CD71","CD84","CD88","CD355","erbB3","FPR3","Ganglioside.GD2","GPR83","Ig.light.chain.λ","IgD","IL.28RA","integrin.β5","KLRG1","LOX.1","MICA.MICB","SUSD2_clone_W3D5","Notch.2","TACSTD2","TIGIT..VSTM3.","C3aR","CCX.CKR..CCRL1.","CD11c","CD129","CD158","CD181","CD193","CD196","CD1d","CD20","CD22","CD220","CD235ab","CD258","CD274","CD319","CD32","CD326","CD338","CD368","CD45RB","CD49e","CD52","CD66a.c.e","CD85h","CD85_clone_GHI/75","CD86","CD92","CXCR7","Delta.Opioid.Receptor","Dopamine.Receptor.D1..DRD1.","EphA2","FcεRIα","GARP","CD215","Lymphotoxin.β.Receptor","MRGX2","TMEM8A","CD254","CD318","CD255","SSEA.4","Sialyl.Lewis.X..dimeric.","TRA.1.81","CD160","CD57","CD66b","TRA.1.60.R","CD115","CD201","CD120b","CD210","CD267","CD294","CD49f","CD85_clone_MKT5.1","CD85d","IgG.Fc","Integrin.β7","XCR1","Podoplanin","CD132","CD195","CX3CR1","SSEA.3"
"Dec1","Decidua","B cells",100,4.44,2.17,79.77,3.08,0,12.37,6.75,14.77,16.77,97.37,0,81.57,20.27,14.57,0.6,0.7,4.51,25.37,0,47.37,95.07,37.37,0,15.87,0,0,6.75,3.08,0.15,2.63,0,28.37,0,10.27,6.75,7.05,0,0.31,0,39.07,2.93,17.37,3.82,0,97.37,0,0.23,9.17,97.37,61.27,77.37,34.87,50.67,0.31,0,0,8.07,0,97.37,97.37,0,88.07,35.27,4.51,80.47,5.7,51.17,80.27,42.87,0,7.67,97.37,31.97,0,89.37,0,1.07,4.78,2.78,0,0.7,8.07,61.37,17.37,0,0,0,18.47,14.07,0,0.94,0,97.37,0,55.67,37.37,97.37,0,33.07,97.37,9.17,97.37,0,1.72,0,87.37,4.51,90.27,2.63,12.77,0,2.63,0,0,0,0,23.47,0,0,94.77,0,23.67,0,0,43.57,0,94.27,97.37,1.72,0,47.37,97.37,97.37,97.37,2.93,0,0,97.37,14.97,97.37,82.67,97.37,73.37,30.67,2.37,0,6.07,0,89.37,59.87,0,28.37,89.27,97.37,7.67,97.37,93.97,23.17,0,0,7.05,0,41.77,0,0,0,0.6,11.27,37.37,14.97,0,0,0.6,0.15,4.78,0.82,91.27,93.77,77.97,79.57,29.47,0,0.31,0,0,3.25,1.07,0.15,96.07,0,1.07,0.07,0,0,0,4.69,95.07,0,3.62,14.57,0,0,1.22,0,0,17.37,7.37,6.07,9.37,0,0,0,1.07,0,0,87.1,37.1,0,87.1,0,11.3,0,0,0,6.5,0,87.1,0,8.8,77.7,45,0,0,0,87.1,46.2,28,0,0,0.7,11.5,0,0,0,39.7,2.5,13.5,0,7.1,0,0,2.5,87.1,9.3,63.8,52.6,0,0,0,0,0,0,64.2,80,0,20.4,7.7,0,0,0.7,0,0,0,0,22.54,16.94,2.74,8.04,18.84,0,74.74,78.04,94.74,94.74,0.99,0,1.64,38.04,0,94.74,0,4.12,0.15,70.54,12.94,94.74,0,0,86.44,5.84,21.74,0,19.74,0,5.84,0,0,15.34,11.84,8.54,5.84,6.84,0,40,0,9.38,0,6.45,27.3,0,0,12.5,4,16.7,13.3,0,4.35,6.45,0,16.7,35.7,34.6,13.6,6.25,32.1,34.5,3.12,0
"Dec4","Decidua","B cells",96.74,0.51,23.44,71.8,10.8,0,12.6,0,16.5,12.9,81,0,73.1,23.7,20.5,0,0,0,19.6,0,60.8,81.3,17.7,0,0,0,0,1.2,0,0.8,0,0,26.9,0,0,6.3,8.6,0,0,0,42.9,15.3,11.6,0,0,81.3,0,2.4,0,80.1,66.1,57.8,17.6,46.7,0,0,0,7.9,0,81.3,80.9,0,77.2,50.2,20.8,71.6,4.3,47.3,62.9,12,0,6.8,81.3,33.2,0,79.5,0,5.5,10,0,0,0,0,69.8,0,0,1.7,0,1.1,15,0,4.3,0,81.3,0,12.8,19.8,81.3,0,28.5,81.3,0,81.3,0,12.3,0,77.5,0,78.5,0,20.4,0,0,0,0,0,0,5.1,0,3.4,80.5,0,33.3,0,0,41.7,0,76.9,80.9,0,0,48.8,81.3,81.3,81,0,0,1.2,80.1,7.7,81.3,75.9,80.5,78,36.1,0,0,0,0,73.1,55.1,0,60.8,80.2,81.3,0,81.3,81.3,29.1,0,0,4.4,0,26.5,0,0,0,0,3.2,24.8,11.8,0,0,0,0,0,0,69.3,81.3,66.9,74.2,14.6,0,0,0,0,0,0,0,80.1,0,0,0,0,0,0,25.1,80,0,0,15.1,0,0,0,0,0,6.6,0,0,5.2,9,1.3,0,0,0,0,72.3,50.7,3.4,78.4,0,4,0,0,0,0,1.5,80.2,0,16.6,76.3,35.1,0,0,9.6,79.8,51.9,3.4,0,0,0,36.2,0,0,0,48.3,0,19.1,0,0.9,0,0,0,80.2,0,59.9,50.2,1.7,0,0,0,0,28.9,43.6,73.5,0,3.8,10.9,0,0,8.9,0.5,0,0,6.3,18.4,16,11.9,2.4,14.1,9.8,83.9,83.2,86.4,86.1,9.1,0,8.3,53.6,10.8,86.4,0,0,1.2,67.5,22.5,86.4,14.3,6.9,84.2,0,10.3,16.5,17.3,7.4,5.9,0,0,14.3,2.1,6.3,7,9.4,0,18.6,0,7.72,0,10.92,8.92,0,0,52.17,16.67,14.71,26.01,0.19,14.61,13.01,0,22.11,34.21,45.51,14.61,12.31,43.28,45.58,21.68,0
"Dec3","Decidua","B cells",98.92,7.2,9.22,77.28,5.18,0,0,0.35,43.38,9.38,93.78,0,69.88,11.88,10.58,0,0,0.48,11.78,0,65.08,90.18,28.78,0,25.28,0,0,4.78,0,0,0,0.13,10.48,0,2.78,6.38,8.68,0,2.73,0,53.68,11.78,24.08,0,0,93.38,0,2.43,2.43,87.08,44.98,57.48,34.08,30.18,0,0,2.36,11.28,7.08,92.48,93.18,0.34,81.88,29.98,9.28,70.98,2.67,67.38,80.58,8.78,0,8.18,91.48,43.98,0,79.28,0,5.38,4.88,0,0,0,0,67.68,0,0.89,0.41,0.62,4.08,11.18,0,3.88,0,93.78,0,42.98,13.68,93.78,0,14.78,93.78,11.58,93.78,0,7.78,0,87.38,0,67.78,0,12.28,0,3.88,0,0,0,0,3.23,0,4.68,93.38,0,56.68,0,0,39.08,0.82,82.28,92.88,0,0,36.78,89.18,93.78,93.78,0.63,0,1.63,93.48,39.48,93.78,74.18,93.78,82.58,47.78,0,0,0,0,82.28,71.28,0,59.78,85.28,93.28,0,93.78,93.78,40.88,0,0,2.39,0,79.28,0,0,0,0,5.58,23.78,6.98,0,0,0,0,0,0,78.88,92.48,78.58,89.68,32.68,0,0.2,0,0,0,0,1,91.88,0,0,0,0,0,0,7.98,89.18,0,5.98,25.78,0,0,0,0,0,4.58,0,6.58,0,7.68,1.11,0,0,0,0,82.4,27.6,0,88,0,3.7,0,0,0,0,0,88,0,17.9,74.9,33.1,0,0,5.9,87.4,47.5,18.2,0,0,0,18.1,0,0,0,22.7,0,13.3,0,0,0,0,0,87.8,31.7,61.2,44.6,0,0,0,0.4,0,13.2,55.8,80.1,0,2.2,0,0,0,0,0,0,0,12.53,11.23,17.03,5.92,5.37,13.43,16.63,67.83,93.23,98.23,98.23,12.93,0,6.7,34.43,11.23,98.23,0,4.98,5.59,78.43,33.53,98.23,14.03,4.34,87.33,2.6,30.23,13.33,11.23,12.63,4.6,7.94,0,23.83,6.18,10.63,9.23,8.43,0,29.3,0,13.77,0,5.55,0.47,2.33,0,27.8,5.56,4.92,11.97,0,9.47,9.47,0.91,9.47,28.67,41.17,5.67,5.97,28.8,30.6,10.8,0
"Preg2","Pregnant","B cells",99.06,0,9.16,90.23,15.13,0,6.23,0,5.63,37.63,93.03,0,75.23,5.53,23.83,0,0,0,5.93,0,71.43,93.83,23.43,0,24.73,0,0,0,0,0.92,0,0,8.33,0,0,7.23,2.73,0,0,0,48.83,27.73,21.33,12.13,0,93.83,0,14.13,4.63,91.83,75.83,77.43,7.93,60.23,0,0,0.25,10.63,5.13,93.83,93.83,0,68.13,93.43,9.53,31.93,0.19,64.53,79.93,15.13,0,10.53,93.83,20.63,0,93.33,2.05,2.82,11.43,0,0,0,0,85.53,44.33,1.81,0,0.27,1.85,5.93,0,4.33,0,93.43,0,42.53,10.13,93.83,0,50.43,93.83,1.24,93.83,0,4.13,0,84.23,0,90.43,0,15.23,0,0.08,0,0,0,0,0.5,0,8.33,93.33,0,49.53,1.45,0,91.53,0,91.73,93.83,0,0,15.33,93.83,93.83,93.83,0,0,5.63,93.13,2.1,93.83,84.03,93.03,75.83,61.43,0,0,14.73,0,82.03,29.03,0,82.63,91.93,93.83,0,93.83,93.83,3.68,0,0,1.83,0,30.53,0,0,0,0,14.53,93.83,5.43,0,0,0,0,0.44,0,92.93,93.83,85.93,85.33,27.73,0,0,0,0,0,0,0,65.43,0,0,0,0,0,0,27.53,93.83,0,0,5.53,0,0,0,0,0,0.01,0,6.03,0.53,7.63,5.23,0,0.97,0,0,88.26,14.86,0.26,90.46,0,5.86,0,0,0,0,1.16,90.06,0,12.76,89.46,16.86,0,0,38.96,89.36,54.16,0,0,0,0,20.76,0,0,0,62.66,0,12.56,0,8.06,0,0,0,90.06,24.66,58.76,56.86,3.86,0,0,0.06,0,4.96,57.36,77.36,0,6.26,3.16,0,0,0,0,0,0,9.72,10.42,12.22,5.91,0.87,11.52,24.42,96.32,94.12,96.82,96.82,4.13,0,4.1,34.42,5.19,96.82,0,2.42,3.66,74.12,16.42,96.82,26.22,2.93,95.32,0.82,11.32,12.22,5.79,8.52,4.6,0,0,7.42,3.26,8.62,4.35,7.52,0,21.63,0,7.73,0,5.77,3.94,5.38,0,14.3,5.5,4.99,8.6,11.01,7.44,4.53,0,6.15,32.81,76.21,8.87,4.2,39.5,22.1,4.68,0
"Preg1","Pregnant","B cells",98.23,0.63,19.63,90.32,0,0,0.03,0,2.72,61.62,90.32,0,76.82,7.02,27.72,0,0,0,16.32,0,65.32,90.32,14.02,0,15.62,0,0,0,0,0,0,0,15.02,0,2.02,4.02,6.52,0,0,0,21.82,11.42,19.52,0.21,0,90.32,0,34.62,1.12,90.32,74.82,87.92,2.72,74.72,0,0,0,14.52,0.2,90.32,88.42,5.02,72.02,86.62,12.42,53.82,1.72,28.22,85.52,13.02,0,0.92,90.32,18.92,0,87.42,0,1.32,6.02,0,0,0,0,73.22,45.32,0,0,0,1.92,13.92,0,3.72,0,90.32,0,62.02,8.62,90.32,0,5.92,90.32,0,90.32,0,2.12,0,84.52,0,87.72,1.62,33.92,0,4.32,0,0,0,0,0,0,0,90.32,0,68.12,0,0,84.92,0,86.62,88.92,0,0,35.42,90.32,90.32,90.32,0,0,2.92,89.42,0.62,90.32,73.42,90.32,74.82,51.32,0,0,53.22,0,85.82,27.92,0,29.82,90.32,90.32,0,90.32,90.32,5.62,0,0,5.82,0,27.12,0,0,0,0,15.32,90.32,10.12,0,0,0,0,4.12,0,90.32,90.32,66.22,80.52,50.82,0,0,0,0,0,0,2.32,85.22,0,0,0,0,0,0,26.12,90.32,0,0,5.72,0,0,0,0,0,3.32,0,28.52,0,0,0,0,0,0,0,86.9,29.8,0,86.9,0,17.2,0,0,0,0,0,86.9,0,7.1,85.4,11,0,0,31.6,86.9,66.2,2.8,0,0,0,5.4,0,0,0,44.9,0,17.5,0,0,0,0,0,86.9,0,68.9,62.9,0.3,0,0,0.2,0,7.6,45.2,76.1,0,0,5.7,0,0,5.7,0,0,0,7.34,9.84,14.04,6.04,1.85,11.64,23.94,94.44,90.64,94.44,94.44,5.54,0,1.34,36.84,4.94,94.44,0,3.43,8.94,81.64,12.54,94.44,14.64,1.81,93.44,0,5.84,14.74,4.94,5.24,9.34,0,0,8.54,6.54,10.74,4.44,3.85,0,20.9,0,0.72,0,1.01,0,0,0,26.7,2.04,7.93,10.53,6.02,8.63,17.43,0,13.13,12.83,44.63,9.33,3.75,36.2,21.7,4.29,0
"Preg4","Pregnant","B cells",98.22,3.31,8.15,86.28,10.98,0,2.58,0,5.18,50.38,76.68,0,76.08,13.38,22.68,0,0,0,7.78,0,64.58,91.38,22.28,0,0,0,0,2.98,0,0,0,0,13.48,0,0,0.17,0,0,0,0,33.88,40.68,25.08,1.29,0,91.38,0,23.88,2.08,87.38,85.88,88.38,12.58,74.18,0,0,0,5.48,2.18,90.88,87.58,0,66.78,88.38,10.78,42.48,0,36.28,74.68,17.98,0,14.78,90.18,22.38,0,87.28,0,0,6.68,0,0,0,0,74.78,18.68,0,0,0,0,0.28,0,1.68,0,88.98,0,59.78,12.18,91.38,0,54.38,91.18,0,91.38,0,6.68,0,87.48,0,86.48,0,32.08,0,0,0,0,0,0,0,0,0,85.68,0,36.78,0,0,79.68,0,86.38,88.58,0,0,9.78,90.78,91.38,90.98,0,0,0,89.38,49.08,91.18,75.58,83.88,87.48,80.08,10.98,0,50.88,0,87.08,33.38,0,77.58,81.38,88.48,0,91.08,91.08,0,0,0,0,0,23.98,0,0,0,0,43.28,90.78,1.48,0,0,0,0,0,0,90.98,90.18,79.98,86.98,9.38,0,0,0,0,0,0,0,68.28,0,0,0,0,0,0,18.08,90.98,0,0,7.58,0,0,0,0,0,3.28,0,9.08,0,5.58,0.22,0,0,0,0,87.02,14.22,0,89.82,0,3.12,0,0,0,0,0,92.52,0,12.62,90.52,14.12,0,0,63.62,88.02,58.02,6.22,0,0,0,18.62,0,0,0,76.02,0,28.42,0,5.32,0,0,0,92.02,4.02,45.02,61.02,0.49,0,0,1.94,0,6.42,52.12,85.92,0,2.92,8.32,0,0,0.71,0,0,0,6.16,10.36,11.36,6.2,2.28,14.06,17.56,94.66,91.26,95.26,94.66,6.03,0,1.26,31.46,9.86,94.76,0,0.58,3.23,82.66,12.66,95.86,27.66,2.26,94.76,0,24.56,11.26,6.36,6.26,3.62,1.02,0,5.96,5.97,5.12,6.56,7.26,0,13.4,0,5.74,0,3.8,7.39,2.89,0,21.71,4.12,5.01,12.54,26.14,6.65,7.56,0,8.05,23.04,34.84,4.87,4.92,27.35,24.15,5.98,0
"Preg3","Pregnant","B cells",99.84,3.75,5.71,88.92,0.35,0,0,0,4.42,29.32,92.22,0,59.62,1.85,10.02,0,0,0,9.42,0,53.02,93.62,28.52,0,18.92,0,0,0,0,0,0,0,6.42,0,0,2.37,1.77,0,0,0,27.82,7.32,27.02,0,0,93.62,0,22.32,0.25,91.02,77.72,76.52,6.42,76.02,0,0,0,3.37,4.32,93.62,92.52,0,66.92,92.72,2.96,39.42,0,50.72,85.32,13.32,0,1.45,93.62,11.82,0,89.92,0,0,3.46,0,0,0,0,79.42,48.82,0,1.71,0,0,1.67,0,0,0,92.62,0,41.42,7.42,93.62,0,27.22,93.12,0,93.62,0,1.33,0,88.82,0,82.02,0,11.62,0,0,0,0,0,0,0,0,0,90.72,0,64.72,0,0,87.62,0,91.82,93.12,0,0,11.02,93.62,93.62,93.62,0,0,0,93.02,3.29,93.52,81.02,92.82,80.42,55.82,1.54,0,21.72,0,88.82,31.12,0,76.42,89.52,93.12,0,93.62,93.62,0,0,0,0,0,71.42,0,0,0,0,28.02,93.22,1.4,0,0,0,0,0,0,92.12,93.02,87.12,91.02,32.02,0,0,0,0,0,0,0,71.52,0,0,0,0,0,0,17.72,93.62,0,0,4.02,0,0,0,0,0,0,0,44.62,0,0,0,0,0,0,0,93.36,14.06,0.77,93.96,0,8.46,0,0,0,0,0,93.76,0,13.36,93.46,14.56,0,0,60.36,93.16,79.06,8.06,0,0,0,10.26,0,0,0,61.76,0,36.26,0,2.96,0,0,0,94.16,0,60.86,56.16,3.86,0,0,0.57,0,2.91,66.06,88.76,0,1.25,2.12,0,0,0,0.16,0,0,5.83,9.63,10.43,4.73,4.49,16.73,37.53,97.63,96.13,98.33,98.03,6.7,0,4.26,24.63,4.44,98.53,0,1.73,2.98,79.83,11.43,98.33,13.23,3.87,94.53,1.33,11.83,10.23,7.84,4.74,8.05,28.53,0.09,7.4,4.63,8.22,2.76,8.83,0,12.18,0,6.7,0.47,2.61,9.92,0.45,0.23,13.4,2.45,3.96,7.97,7.42,7.84,5.59,0,6.61,22.44,65.84,2.27,3.13,20.11,14.31,5.2,0
"NonP4","Nonpregnant","B cells",99.77,9.61,12.37,87.73,22.93,0,15.13,0,18.43,34.33,93.03,0,80.13,8.43,30.43,0,0,0,16.03,0,77.83,93.33,37.23,0,30.43,3.33,0,6.93,7.13,0,0,0,14.53,0,0,0.47,3.93,0,0.38,0,49.93,10.53,14.43,36.43,0,93.33,0,47.53,3.02,90.73,74.73,88.53,9.83,76.23,9.53,0,0,4.33,3.83,93.13,90.63,0.88,66.83,92.43,17.73,40.63,0.42,62.33,71.93,36.33,0.04,1.05,93.03,17.53,0,91.83,0,1.33,14.93,2.29,0,12.33,1.22,85.53,43.83,0,12.33,0.52,4.73,2.87,0,0,0,91.53,0,59.03,12.63,93.33,0,53.23,93.33,38.73,93.33,0,5.63,0,78.23,0,91.93,0,17.13,0,0,0,0,0,0,2.82,0,4.43,92.43,0,57.53,4.53,0,91.03,1.73,90.53,91.23,0.07,0,31.23,93.33,93.33,93.33,0,0,12.63,92.83,23.43,93.33,86.33,92.33,91.43,70.73,27.73,0,46.53,0,90.93,30.23,0,78.03,90.43,93.03,7.63,93.33,93.33,7.83,0,0,0,0,57.93,0,0,0,0,34.13,92.83,5.63,0,0,0,0,0,0,92.63,93.13,74.13,78.93,45.63,0,0,0,0,0,5.93,0,71.43,0,0,0,0,0,0,14.43,92.23,0,0,55.53,0,0,0,0,1.47,6.43,0,36.53,0,10.43,4.33,0,0,0,0,90,25.9,0,91.7,0,29.2,0,0,0,0,1.08,90.5,0,37.2,89.2,30.6,0,0,83.3,87.8,58.6,25.4,1.09,0,2,22.2,0,0,0,67.8,0,23,0,1.28,6.8,0.68,0,91.4,0.48,77.5,68.9,3.7,0,0,0,0,12.4,69,66.3,0,9.2,4.3,0.22,0,0,3.1,0,0,8.06,10.56,21.16,4.53,1.98,21.36,55.76,93.76,92.66,94.26,95.06,6.96,0,6.14,48.06,14.56,96.46,0,0,2.95,96.36,19.66,96.66,16.96,0.91,94.26,2.27,42.26,17.36,11.96,4.96,6.14,32.56,0,11.06,4.86,9.16,9.06,7.96,0,16.8,0,23.65,0.71,1.99,12.95,0,0,29.01,7.84,6.63,14.61,26.01,19.31,13.51,1.29,7.45,24.01,74.81,5,3.16,44.66,30.16,6.37,0
"NonP2-1","Nonpregnant","B cells",99.26,3.29,6.8,91.6,4.1,0,18.1,0,5.5,30.8,91.8,0,65.7,2.63,15.3,0,0,0,7.8,0,75,93.3,36.3,0,45.7,0,0,4.8,0,0,0,0,5.4,0,0,1.84,1.11,0,0,0,46.6,2.57,23.9,22.2,0,93.3,0,49.6,1.13,90.6,67,82.5,9.1,36.4,9.6,0,0,5,2.41,93.3,92.3,0,60.9,91.6,5.7,31,0,56.9,82,22.8,0,0.93,93.3,18.4,0,91.9,0,0,4.8,0,0,0.61,0,86.5,63.4,0,2.01,0,0,0,0,0,0,92.5,0,56.6,5.8,93.3,0,51.8,93.3,1.58,93.2,0,2.28,0,84.1,0,88.3,0,33.7,0,0,0,0,0,0,0,0,2.36,92.7,0,63.6,0.05,0,91.7,0,91.3,92.7,0,0,19.9,93.2,93.3,93.3,0,0,7.2,93.2,33.2,93.3,82.5,93.3,89.2,85.1,10.3,0,35.4,0,84.9,27.9,0,78.4,89.2,92.8,0.47,93.3,93.2,0.46,0,0,0.09,0,52.1,0,0,0,0,20.5,93.3,2.3,0,0,0,0,0,0,92.2,93.3,74,79.5,59.8,0,0,0,0,0,0,0,64.5,0,0,0,0,0,0,10.1,93.2,0,0,30.6,0,0,0,0,0,3.6,0,32,0,3.05,0,0,0,0,0,93.18,15.18,0.37,93.28,0,49.28,0,0,0,0,0,90.88,0,15.18,89.48,22.28,0,0,56.98,91.58,57.48,2.72,0,0,0,24.48,0,0,0,54.28,0,19.38,0,4.18,0,0,0,93.08,0.74,70.28,62.78,4.18,0,0,0.06,0.04,6.78,64.08,78.78,0,6.08,4.58,0,0,1.8,1.55,0,0,4.02,7.36,19.56,3.5,3.16,15.96,44.56,94.36,92.66,95.36,95.06,6.66,0,3.58,31.76,9.16,95.86,0,1.36,2.58,91.76,17.26,96.06,9.66,3.54,94.06,2.98,27.96,16.46,5.91,3.95,4.21,11.26,0,5.47,3.09,4.18,3.49,7.76,0,22.52,0,5.6,0,3.53,0.45,0.86,0,18.42,4.85,5.77,12.85,14.55,6.15,9.25,0.82,6.67,23.55,77.95,3.37,4.25,37.89,14.49,5.39,0
"NonP3-1","Nonpregnant","B cells",99.23,2.45,4.36,92.7,2.97,0,12.8,0,11.5,12.9,94.6,0,73.4,4.53,19.4,0,0,0,10.5,0,79.8,94.7,23.4,0,11.7,0,0,2.43,0,0,0,0,8.3,0,0,4.09,3.77,0,0,0,53.7,4.14,19.4,18.4,0,94.8,0,55.1,3.77,92.9,74.3,89.1,20.1,1.62,7.4,0,0,5.5,3.57,94.8,94.2,0,71.3,93.9,6,40.9,0,69.8,79.5,14.5,0,2.31,94.7,21.7,0,92.9,1.84,1.46,4.68,0.91,0,0.81,0,90.4,60.9,0,0.31,0,1.09,2.93,0,1.42,0,94.3,0,72.2,11,94.8,0,50.2,94.7,9.9,94.8,0,7.1,0,92.5,0.1,92.3,0,26.1,0,2.01,0,0,0,0,2.57,0,5.4,93.9,0,72.2,1.68,0,91.8,0,93.7,94.1,0.23,0,24.9,94.8,94.8,94.8,0,0,2.8,94.1,43.1,94.8,85.1,94.4,85.8,48.8,12.1,0,26.5,0,87.1,35.2,0,82.6,93.6,94.4,0.3,94.8,94.8,0.98,0,0,0.41,0,52.1,0,0,0.13,0,17.2,94.8,1.83,0,0,0,0,0.55,0,94.2,94.6,72.4,85.6,65.2,0,0.78,0,0,0,0,0,68.6,0,0,0,0,0,0,22,94.7,0,0,6.2,0.28,0,0,0,0,2.44,0,34,0.67,1.7,0,0,0.28,0,0,91.97,19.47,0,92.07,0,33.97,0,0,0,0,0,91.37,0,20.37,89.57,37.87,0,0,70.37,90.57,68.27,2.35,0,0,0,42.57,0,0,0,59.07,0,25.67,0,3.97,0,0,0,91.87,20.47,62.67,64.17,3.27,0,0,0,0,5.77,52.37,84.57,0,6.47,3.57,0,0,2.07,2.11,0,0,1.16,4.77,12.67,0.71,0,9.77,28.57,93.67,92.17,94.07,93.77,2.34,0,1.32,29.07,5.67,93.57,0,0,0.95,84.87,12.57,94.07,6.57,1.38,91.97,0,16.27,11.67,2,2.4,1.32,6.17,0,5.27,1.6,3.89,3.86,3.54,0,21.39,0,6.67,0,3.09,0,2.09,0,23.55,4.53,5.24,13.59,19.69,8.39,8.79,1.02,5.74,16.49,78.39,4.45,6.4,26.96,20.46,7.28,0
"NonP1-1","Nonpregnant","B cells",96.9,0.7,10.7,89.77,3.67,0,9.57,0,10.97,15.77,91.87,0,79.07,11.47,27.47,0,0,0,15.47,0,75.07,92.37,35.07,0,56.27,0.3,0,7.47,3.67,0,0,0.1,15.77,0,0,2.37,7.07,0,1.23,0,43.47,21.57,22.37,16.47,0.76,92.17,0,59.77,7.47,90.87,77.57,88.37,23.27,79.77,0,0,0,6.07,4.37,92.27,91.07,0,72.47,90.97,13.47,59.77,0.11,62.07,85.97,31.07,1.99,6.77,92.37,21.87,0,91.37,0,3.87,11.77,4.67,0,3.97,0,86.47,49.37,0.31,14.37,0,0.91,2.97,0,1.43,0,90.37,0,68.67,18.87,92.37,0,63.07,92.17,8.77,92.37,0,9.87,0,89.27,0,91.27,0,68.47,0,3.37,0,0,0,0,4.57,0,8.57,90.87,0,70.67,5.47,0,90.77,0,89.97,90.17,0,0,42.97,92.37,92.37,92.27,0,0,3.57,92.07,28.17,92.37,84.57,92.17,90.37,79.17,23.27,0,43.67,0,87.17,43.87,0,82.27,90.07,92.07,0,92.37,92.37,0,0,0,3.27,1.1,64.47,0,0,0,0,32.47,92.17,3.77,0,0,0,0,0,0,90.17,92.27,80.27,86.57,73.67,0.37,3.67,0,0,0,0,0.87,78.17,0,0,0,0,0,0,35.57,91.87,0,0,29.77,2.67,0,0,0,0,6.97,0,59.37,0,5.47,1.45,0,2.67,0,0,90.28,43.68,4.78,90.58,0,59.68,0,0,0,2.68,2.88,90.38,0,23.58,89.88,43.48,0,0,71.98,89.68,77.38,9.68,0,0.97,5.48,41.78,0,0,0,60.98,0,25.68,0,4.78,0,1.88,0,91.08,10.58,65.78,74.48,8.78,0,0,2.38,0,18.78,67.88,83.18,0,10.38,7.48,0,0,6.08,1.18,0,0,5.34,7.84,13.94,2.64,2.31,31.44,49.94,91.14,89.84,91.34,91.64,9.14,0,3.14,58.74,7.34,92.04,0,0,1.68,85.44,22.94,92.44,15.84,1.91,90.14,0,46.84,16.34,5.24,2.07,2.94,21.74,0,6.54,5.94,5.94,6.44,7.94,0,10.5,0,6.6,0,3.26,0.27,3.75,0,31.48,5.33,4.4,19.78,14.08,13.28,12.58,2.01,9.78,33.68,69.48,6.24,6.81,37.8,28.1,10.1,0
